Age,BusinessTravel,DailyRate_capped,DailyRate_z,Department,DistanceFromHome,Education,EducationField,Gender,HourlyRate_capped,HourlyRate_z,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome_capped,MonthlyIncome_z,MonthlyRate_capped,MonthlyRate_z,NumCompaniesWorked_capped,NumCompaniesWorked_z,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears_capped,TotalWorkingYears_z,TrainingTimesLastYear,WorkLifeBalance,SatisfactionIndex,YearsAtCompany_capped,YearsAtCompany_z,TenureRatio,YearsInCurrentRole_capped,YearsInCurrentRole_z,YearsSinceLastPromotion_capped,YearsSinceLastPromotion_z,YearsWithCurrManager_capped,YearsWithCurrManager_z
21,Travel_Rarely,984,0.44983942188640524,Research & Development,1,1,Technical Degree,Female,70,0.20211309848463493,2,1,Research Scientist,Single,2070,-0.9415828344926084,25326,1.5472362516612441,1.0,-0.6778187248056703,Yes,11,3,0,2.0,-1.192629767111413,6,4,3.25,2,-0.8174557584840876,1.0,2.0,-0.6152821934957711,2.0,-0.058265062621700905,2.0,-0.5950247357715714
39,Non-Travel,439,-0.9008116558969473,Research & Development,9,3,Life Sciences,Male,70,0.20211309848463493,3,2,Laboratory Technician,Single,6782,0.059275970523298666,8770,-0.7787679155648027,8.5,2.324572372258293,No,15,3,0,9.0,-0.29297722673859755,2,2,2.5,5,-0.32778177109816264,0.5555555555555556,4.0,-0.06327436663641088,0.0,-0.6789146428573514,3.0,-0.31476636939512276
36,Non-Travel,217,-1.4509851224435608,Research & Development,18,4,Life Sciences,Male,78,0.5956313164786647,3,2,Manufacturing Director,Single,7779,0.27104511920769153,23238,1.2538866079569686,2.0,-0.27749991186380857,No,20,4,0,18.0,0.8637188965978794,0,3,2.25,11,0.6515662036736872,0.6111111111111112,9.0,1.3167452005119897,0.0,-0.6789146428573514,9.0,1.3667838288635692
31,Travel_Frequently,793,-0.023508020052347676,Sales,20,3,Life Sciences,Male,67,0.05454376673687373,4,1,Sales Representative,Married,2791,-0.7884378433176361,21981,1.0772867506120096,0.0,-1.078137537747532,No,12,3,1,3.0,-1.0641079756295821,4,3,2.75,2,-0.8174557584840876,0.6666666666666666,2.0,-0.6152821934957711,2.0,-0.058265062621700905,2.0,-0.5950247357715714
28,Travel_Rarely,1451,1.6071863087209477,Research & Development,2,1,Life Sciences,Male,67,0.05454376673687373,2,1,Research Scientist,Married,3201,-0.7013512325246561,19911,0.786465983146564,0.0,-1.078137537747532,No,17,3,0,6.0,-0.6785426011840899,2,1,1.25,5,-0.32778177109816264,0.8333333333333334,3.0,-0.339278280066091,0.0,-0.6789146428573514,4.0,-0.03450800301867408
49,Travel_Rarely,174,-1.557550253351238,Sales,8,4,Technical Degree,Male,56,-0.4865437830049173,2,4,Sales Executive,Married,13120,1.4055075295620971,11879,-0.3419747918691166,6.0,1.3237753399036383,No,17,3,1,22.0,1.3778060625252024,3,3,2.75,9,0.32511687874973727,0.4090909090909091,8.0,1.0407412870823096,2.0,-0.058265062621700905,3.0,-0.31476636939512276
34,Travel_Frequently,1003,0.49692634019444876,Research & Development,2,2,Life Sciences,Male,95,1.4318575297159781,3,2,Manufacturing Director,Single,4033,-0.524629134525243,15834,0.21367551505157775,2.0,-0.27749991186380857,No,11,3,0,5.0,-0.8070643926659207,3,2,3.25,3,-0.6542310960221126,0.6,2.0,-0.6152821934957711,0.0,-0.6789146428573514,2.0,-0.5950247357715714
42,Travel_Rarely,188,-1.5228546293347849,Research & Development,29,3,Medical,Male,56,-0.4865437830049173,1,2,Laboratory Technician,Single,4272,-0.47386401262396927,9558,-0.6680593335538022,4.0,0.5231377140199149,No,19,3,0,16.0,0.6066753136342179,3,3,2.5,1,-0.9806804209460626,0.0625,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
29,Travel_Rarely,718,-0.20937743442620355,Research & Development,8,1,Medical,Male,79,0.6448210937279185,2,2,Manufacturing Director,Married,5056,-0.30733742027836847,17689,0.47429026077544323,1.0,-0.6778187248056703,Yes,15,3,1,10.0,-0.16445543525676679,2,2,2.75,10,0.48834154121171225,1.0,7.0,0.7647373736526294,1.0,-0.3685898527395261,2.0,-0.5950247357715714
28,Travel_Frequently,773,-0.07307319721870924,Research & Development,6,3,Life Sciences,Male,39,-1.3227699962422308,2,1,Research Scientist,Divorced,2703,-0.8071296036829587,22088,1.09231951492061,1.0,-0.6778187248056703,Yes,14,3,1,3.0,-1.0641079756295821,2,3,3.25,3,-0.6542310960221126,1.0,1.0,-0.8912861069254512,0.0,-0.6789146428573514,2.0,-0.5950247357715714
18,Non-Travel,247,-1.3766373566940184,Research & Development,8,1,Medical,Male,80,0.6940108709771722,3,1,Laboratory Technician,Single,1904,-0.9768422915453758,13556,-0.10636782228479183,1.0,-0.6778187248056703,No,12,3,0,0.0,-1.4496733500750745,0,3,3.25,0,-1.1439050834080375,0.0,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
41,Travel_Rarely,167,-1.5748980653594646,Research & Development,12,4,Life Sciences,Male,46,-0.9784415554974546,3,1,Laboratory Technician,Married,4766,-0.3689352669368177,9051,-0.7392893476141794,3.0,0.12281890107805317,Yes,11,3,1,6.0,-0.6785426011840899,4,3,2.5,1,-0.9806804209460626,0.16666666666666666,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
37,Travel_Rarely,367,-1.079246293695849,Research & Development,25,2,Medical,Female,52,-0.6833028920019322,2,2,Healthcare Representative,Divorced,5731,-0.16396312202163305,17171,0.4015148223468921,7.0,1.7240941528455003,No,13,3,2,9.0,-0.29297722673859755,2,3,3.25,6,-0.1645571086361877,0.6666666666666666,2.0,-0.6152821934957711,1.0,-0.3685898527395261,3.0,-0.31476636939512276
27,Travel_Rarely,199,-1.495593781893286,Research & Development,6,3,Life Sciences,Male,55,-0.5357335602541711,2,1,Research Scientist,Married,2539,-0.8419642480001507,7950,-0.8939722775559454,1.0,-0.6778187248056703,No,13,3,1,4.0,-0.9355861841477514,0,3,3.25,4,-0.4910064335601377,1.0,2.0,-0.6152821934957711,2.0,-0.058265062621700905,2.0,-0.5950247357715714
34,Travel_Rarely,1400,1.4807951069467258,Sales,9,1,Life Sciences,Female,70,0.20211309848463493,3,2,Sales Executive,Married,5714,-0.1675740302740249,5829,-1.1919581943647426,1.0,-0.6778187248056703,No,20,4,0,6.0,-0.6785426011840899,3,2,2.0,6,-0.1645571086361877,1.0,5.0,0.21272954679326922,1.0,-0.3685898527395261,3.0,-0.31476636939512276
40,Travel_Frequently,593,-0.5191597917159633,Research & Development,9,4,Medical,Female,88,1.0875290889712022,3,3,Research Director,Single,13499,1.4860095429536568,13782,-0.07461637617503787,8.5,2.324572372258293,No,17,3,0,20.0,1.120762479561541,3,2,2.5,18,1.794138840907512,0.9,7.0,0.7647373736526294,2.0,-0.058265062621700905,13.0,2.4878172943693637
42,Travel_Frequently,481,-0.796724783847588,Sales,12,3,Life Sciences,Male,44,-1.0768211099959621,3,4,Sales Executive,Single,13758,1.5410227922106856,2447,-1.6671059410160165,0.0,-1.078137537747532,Yes,12,3,0,22.0,1.3778060625252024,2,2,2.0,18,1.794138840907512,0.9545454545454546,9.0,1.3167452005119897,7.5,1.6485212830263376,14.0,2.7680756607458123
42,Travel_Rarely,647,-0.38533381336678707,Sales,4,4,Marketing,Male,45,-1.0276313327467084,3,2,Sales Executive,Single,5155,-0.2863091898673806,2253,-1.6943616071456282,7.0,1.7240941528455003,No,13,3,0,9.0,-0.29297722673859755,3,4,2.75,6,-0.1645571086361877,0.6666666666666666,4.0,-0.06327436663641088,1.0,-0.3685898527395261,5.0,0.2457503633577746
35,Travel_Rarely,982,0.4448829041697691,Research & Development,1,4,Medical,Male,58,-0.38816422850640986,2,1,Laboratory Technician,Married,2258,-0.9016504373485101,16340,0.2847650359875756,6.0,1.3237753399036383,No,12,3,1,10.0,-0.16445543525676679,2,3,3.0,8,0.1618922162877623,0.8,0.0,-1.1672900203551313,1.0,-0.3685898527395261,7.0,0.8062670961106719
24,Travel_Rarely,477,-0.8066378192808604,Research & Development,24,3,Medical,Male,49,-0.8308722237496934,3,1,Laboratory Technician,Single,3597,-0.6172383108807047,6409,-1.1104721822246661,8.0,2.124412965787362,No,22,4,0,6.0,-0.6785426011840899,2,3,3.25,4,-0.4910064335601377,0.6666666666666666,3.0,-0.339278280066091,1.0,-0.3685898527395261,2.0,-0.5950247357715714
26,Travel_Rarely,1384,1.4411429652136365,Research & Development,3,4,Medical,Male,82,0.7923904254756797,4,1,Laboratory Technician,Married,4420,-0.44242787019138136,13421,-0.12533439407601654,1.0,-0.6778187248056703,No,22,4,1,8.0,-0.42149901822042835,2,3,2.5,8,0.1618922162877623,1.0,7.0,0.7647373736526294,0.0,-0.6789146428573514,7.0,0.8062670961106719
40,Travel_Frequently,902,0.24662219550432285,Research & Development,26,2,Medical,Female,92,1.284288197968217,2,2,Research Scientist,Married,4422,-0.44200305745580587,21203,0.9679830998448036,3.0,0.12281890107805317,Yes,13,3,1,16.0,0.6066753136342179,3,1,3.0,1,-0.9806804209460626,0.0625,1.0,-0.8912861069254512,0.0,-0.6789146428573514,0.0,-1.1555414685244687
35,Travel_Rarely,819,0.04092671026392236,Research & Development,2,3,Life Sciences,Male,44,-1.0768211099959621,2,3,Manufacturing Director,Divorced,10274,0.8009990068381432,19588,0.7410867039720042,2.0,-0.27749991186380857,No,18,3,1,15.0,0.4781535221523871,2,4,2.75,7,-0.0013324461742127045,0.4666666666666667,7.0,0.7647373736526294,6.0,1.1830340978496,4.0,-0.03450800301867408
34,Travel_Frequently,669,-0.3308121184837894,Research & Development,1,3,Medical,Male,97,1.5302370842144857,2,2,Healthcare Representative,Single,5343,-0.24637679272328245,25755,1.6075078020200249,0.0,-1.078137537747532,No,20,4,0,14.0,0.3496317306705563,3,3,2.75,13,0.9780155285976372,0.9285714285714286,9.0,1.3167452005119897,4.0,0.5623845176139496,9.0,1.3667838288635692
35,Travel_Frequently,636,-0.41259466080828594,Research & Development,4,4,Other,Male,47,-0.9292517782482008,2,1,Laboratory Technician,Married,2376,-0.8765864859495549,26537,1.7173734252847488,1.0,-0.6778187248056703,No,13,3,1,2.0,-1.192629767111413,2,4,3.5,2,-0.8174557584840876,1.0,2.0,-0.6152821934957711,2.0,-0.058265062621700905,2.0,-0.5950247357715714
43,Travel_Rarely,1372,1.4114038589138196,Sales,9,3,Marketing,Female,85,0.9399597572234408,1,2,Sales Executive,Single,5346,-0.24573957361991916,9489,-0.6777533591359837,8.0,2.124412965787362,No,13,3,0,7.0,-0.5500208097022591,2,2,2.0,4,-0.4910064335601377,0.5714285714285714,3.0,-0.339278280066091,1.0,-0.3685898527395261,3.0,-0.31476636939512276
29,Travel_Rarely,1401,1.4832733658050439,Research & Development,6,1,Medical,Female,54,-0.5849233375034247,3,1,Laboratory Technician,Married,3131,-0.716219678269799,26342,1.6899772660307575,1.0,-0.6778187248056703,No,13,3,1,10.0,-0.16445543525676679,5,3,2.5,10,0.48834154121171225,1.0,8.0,1.0407412870823096,0.0,-0.6789146428573514,8.0,1.0865254624871206
20,Travel_Rarely,805,0.006231086247469264,Research & Development,3,3,Life Sciences,Male,87,1.0383393117219484,2,1,Laboratory Technician,Single,3033,-0.7370355023129992,12828,-0.20864681683302583,1.0,-0.6778187248056703,No,12,3,0,2.0,-1.192629767111413,2,2,1.75,2,-0.8174557584840876,1.0,2.0,-0.6152821934957711,1.0,-0.3685898527395261,2.0,-0.5950247357715714
53,Travel_Rarely,1223,1.042143289024426,Research & Development,7,2,Medical,Female,50,-0.7816824465004397,3,5,Manager,Divorced,16581,2.140645968475521,18640,0.6078992220602929,3.0,0.12281890107805317,No,18,3,1,26.0,1.8918932284525256,6,3,3.0,7,-0.0013324461742127045,0.2692307692307692,7.0,0.7647373736526294,4.0,0.5623845176139496,7.0,0.8062670961106719
29,Travel_Rarely,942,0.34575254983704595,Research & Development,15,1,Life Sciences,Female,69,0.1529233212353812,1,1,Research Scientist,Married,2168,-0.9207670104494082,26933,1.773008702539008,0.0,-1.078137537747532,Yes,18,3,1,6.0,-0.6785426011840899,2,2,2.25,5,-0.32778177109816264,0.8333333333333334,4.0,-0.06327436663641088,1.0,-0.3685898527395261,3.0,-0.31476636939512276
22,Travel_Frequently,1256,1.1239258313489224,Research & Development,3,4,Life Sciences,Male,48,-0.8800620009989472,2,1,Research Scientist,Married,2853,-0.7752686485147953,4223,-1.417590152118127,0.0,-1.078137537747532,Yes,11,3,1,1.0,-1.3211515585932438,5,3,3.0,0,-1.1439050834080375,0.0,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
44,Non-Travel,111,-1.713680561425277,Research & Development,17,3,Life Sciences,Male,74,0.39887220748164987,1,1,Research Scientist,Single,2290,-0.894853433579302,4279,-1.409722537152878,2.0,-0.27749991186380857,No,13,3,0,6.0,-0.6785426011840899,3,3,3.5,0,-1.1439050834080375,0.0,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
33,Travel_Rarely,147,-1.6244632425258263,Human Resources,2,3,Human Resources,Male,99,1.628616638712993,3,1,Human Resources,Married,3600,-0.6166010917773415,8429,-0.8266760709781926,1.0,-0.6778187248056703,No,13,3,1,5.0,-0.8070643926659207,2,3,3.0,5,-0.32778177109816264,1.0,4.0,-0.06327436663641088,1.0,-0.3685898527395261,4.0,-0.03450800301867408
41,Non-Travel,906,0.25653523093759517,Research & Development,5,2,Life Sciences,Male,95,1.4318575297159781,2,1,Research Scientist,Divorced,2107,-0.9337237988844613,20293,0.840134356659511,6.0,1.3237753399036383,No,17,3,1,5.0,-0.8070643926659207,2,1,1.0,1,-0.9806804209460626,0.2,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
30,Travel_Rarely,1329,1.3048387280061422,Sales,29,4,Life Sciences,Male,61,-0.24059489675864865,3,2,Sales Executive,Divorced,4115,-0.507211812366647,13192,-0.15750731955890884,8.0,2.124412965787362,No,19,3,3,8.0,-0.42149901822042835,3,3,2.5,4,-0.4910064335601377,0.5,3.0,-0.339278280066091,0.0,-0.6789146428573514,3.0,-0.31476636939512276
40,Travel_Frequently,1184,0.9454911935500209,Sales,2,4,Medical,Male,62,-0.19140511950939493,3,2,Sales Executive,Married,4327,-0.4621816623956427,25440,1.5632524678405006,5.0,0.9234565269617766,No,12,3,3,5.0,-0.8070643926659207,2,3,2.75,0,-1.1439050834080375,0.0,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
50,Travel_Frequently,1421,1.5328385429714055,Research & Development,2,3,Medical,Female,30,-1.7654779914855143,3,4,Manager,Married,16581,2.140645968475521,9490,-0.6776128660116043,2.0,-0.27749991186380857,No,22,4,1,28.5,2.2131977071571027,3,3,2.75,2,-0.8174557584840876,0.0625,2.0,-0.6152821934957711,2.0,-0.058265062621700905,2.0,-0.5950247357715714
28,Travel_Rarely,1179,0.9330998992584305,Research & Development,19,4,Medical,Male,78,0.5956313164786647,2,1,Laboratory Technician,Married,3196,-0.7024132643635949,12449,-0.2618937109728345,1.0,-0.6778187248056703,No,12,3,3,6.0,-0.6785426011840899,2,3,2.75,6,-0.1645571086361877,1.0,5.0,0.21272954679326922,3.0,0.2520597274961243,3.0,-0.31476636939512276
46,Travel_Rarely,1450,1.6047080498626296,Research & Development,15,2,Life Sciences,Male,52,-0.6833028920019322,3,5,Research Director,Married,16581,2.140645968475521,10849,-0.4866827099799422,5.0,0.9234565269617766,No,11,3,1,25.0,1.7633714369706948,2,3,2.5,4,-0.4910064335601377,0.16,2.0,-0.6152821934957711,0.0,-0.6789146428573514,3.0,-0.31476636939512276
35,Travel_Rarely,1361,1.3841430114723208,Sales,17,4,Life Sciences,Male,94,1.3826677524667244,3,2,Sales Executive,Married,8966,0.5231714777717581,21026,0.9431158168296423,3.0,0.12281890107805317,Yes,15,3,3,15.0,0.4781535221523871,2,3,2.75,7,-0.0013324461742127045,0.4666666666666667,7.0,0.7647373736526294,1.0,-0.3685898527395261,7.0,0.8062670961106719
24,Travel_Rarely,984,0.44983942188640524,Research & Development,17,2,Life Sciences,Female,97,1.5302370842144857,3,1,Laboratory Technician,Married,2210,-0.9118459430023225,3372,-1.5371498009650324,1.0,-0.6778187248056703,No,13,3,1,1.0,-1.3211515585932438,3,1,2.0,1,-0.9806804209460626,1.0,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
36,Travel_Rarely,917,0.28379607837909404,Research & Development,6,4,Life Sciences,Male,60,-0.28978467400790237,1,1,Laboratory Technician,Divorced,2741,-0.7990581617070239,6865,-1.0464073175076403,1.0,-0.6778187248056703,No,14,3,1,7.0,-0.5500208097022591,4,3,3.0,7,-0.0013324461742127045,1.0,7.0,0.7647373736526294,1.0,-0.3685898527395261,7.0,0.8062670961106719
30,Travel_Rarely,853,0.125187511446737,Research & Development,7,4,Life Sciences,Male,49,-0.8308722237496934,3,2,Laboratory Technician,Divorced,3491,-0.6397533858662068,11309,-0.4220558727653987,1.0,-0.6778187248056703,No,13,3,3,10.0,-0.16445543525676679,4,2,2.25,10,0.48834154121171225,1.0,7.0,0.7647373736526294,7.5,1.6485212830263376,9.0,1.3667838288635692
20,Travel_Rarely,654,-0.3679860013585605,Sales,21,3,Marketing,Male,43,-1.1260108872452157,4,1,Sales Representative,Single,2678,-0.8124397628776526,5050,-1.3014023382563282,1.0,-0.6778187248056703,No,17,3,0,2.0,-1.192629767111413,2,3,3.5,2,-0.8174557584840876,1.0,1.0,-0.8912861069254512,2.0,-0.058265062621700905,2.0,-0.5950247357715714
42,Non-Travel,179,-1.5451589590596477,Human Resources,2,5,Medical,Male,79,0.6448210937279185,4,2,Human Resources,Married,6272,-0.04905127704845697,12858,-0.20443202310164257,7.0,1.7240941528455003,No,16,3,1,10.0,-0.16445543525676679,3,4,2.5,4,-0.4910064335601377,0.4,3.0,-0.339278280066091,0.0,-0.6789146428573514,3.0,-0.31476636939512276
60,Travel_Rarely,696,-0.2638991293092013,Sales,7,4,Marketing,Male,52,-0.6833028920019322,4,2,Sales Executive,Divorced,5220,-0.27250277596117645,10893,-0.4805010125072467,0.0,-1.078137537747532,Yes,18,3,1,12.0,0.09258814770689477,3,3,2.75,11,0.6515662036736872,0.9166666666666666,7.0,0.7647373736526294,1.0,-0.3685898527395261,9.0,1.3667838288635692
32,Travel_Frequently,116,-1.7012892671336866,Research & Development,13,3,Other,Female,77,0.5464415392294111,2,1,Laboratory Technician,Married,2743,-0.7986333489714484,7331,-0.9809375215468202,1.0,-0.6778187248056703,No,20,4,1,2.0,-1.192629767111413,2,3,2.75,2,-0.8174557584840876,1.0,2.0,-0.6152821934957711,2.0,-0.058265062621700905,2.0,-0.5950247357715714
32,Travel_Frequently,1316,1.2726213628480072,Research & Development,2,2,Life Sciences,Female,38,-1.3719597734914843,3,2,Research Scientist,Single,4998,-0.31965698961005834,2338,-1.6824196915733758,4.0,0.5231377140199149,Yes,14,3,0,10.0,-0.16445543525676679,2,3,3.5,8,0.1618922162877623,0.8,7.0,0.7647373736526294,0.0,-0.6789146428573514,7.0,0.8062670961106719
36,Travel_Rarely,363,-1.0891593291291213,Research & Development,1,3,Technical Degree,Female,77,0.5464415392294111,1,3,Manufacturing Director,Divorced,10252,0.7963260667468125,4235,-1.4159042346255737,2.0,-0.27749991186380857,Yes,21,4,1,17.0,0.7351971051160486,2,3,2.5,7,-0.0013324461742127045,0.4117647058823529,7.0,0.7647373736526294,7.0,1.493358887967425,7.0,0.8062670961106719
33,Travel_Rarely,117,-1.6988110082753685,Research & Development,9,3,Medical,Male,60,-0.28978467400790237,3,1,Research Scientist,Married,2781,-0.7905619069955137,6311,-1.1242405084138514,0.0,-1.078137537747532,No,13,3,1,15.0,0.4781535221523871,5,3,2.5,14,1.1412401910596122,0.9333333333333333,10.0,1.5927491139416698,4.0,0.5623845176139496,10.0,1.6470421952400178
40,Travel_Rarely,107,-1.7235935968585494,Sales,10,3,Technical Degree,Female,84,0.8907699799741872,2,2,Sales Executive,Divorced,6852,0.07414441626844159,11591,-0.38243681169039595,7.0,1.7240941528455003,No,12,3,1,7.0,-0.5500208097022591,2,4,2.5,5,-0.32778177109816264,0.7142857142857143,1.0,-0.8912861069254512,1.0,-0.3685898527395261,3.0,-0.31476636939512276
25,Travel_Rarely,1356,1.3717517171807303,Sales,10,4,Life Sciences,Male,57,-0.4373540057556636,3,2,Sales Executive,Single,4950,-0.3298524952638706,20623,0.886497087704727,0.0,-1.078137537747532,No,14,3,0,5.0,-0.8070643926659207,4,3,3.0,4,-0.4910064335601377,0.8,3.0,-0.339278280066091,1.0,-0.3685898527395261,1.0,-0.8752831021480201
42,Travel_Frequently,458,-0.8537247375889039,Research & Development,26,5,Medical,Female,60,-0.28978467400790237,3,3,Research Director,Married,13191,1.4205883816750278,23281,1.2599278123052846,3.0,0.12281890107805317,Yes,17,3,0,20.0,1.120762479561541,6,3,2.0,1,-0.9806804209460626,0.05,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
35,Non-Travel,1212,1.0148824415829272,Sales,8,2,Marketing,Female,78,0.5956313164786647,2,3,Sales Executive,Married,10377,0.822876862720282,13755,-0.07840969053328281,4.0,0.5231377140199149,Yes,11,3,1,16.0,0.6066753136342179,6,2,2.75,13,0.9780155285976372,0.8125,2.0,-0.6152821934957711,4.0,0.5623845176139496,12.0,2.207558927992915
27,Travel_Rarely,1103,0.7447522260262566,Research & Development,14,3,Life Sciences,Male,42,-1.1752006644944695,3,1,Research Scientist,Married,2235,-0.9065357838076286,14377,0.008977032830730307,1.0,-0.6778187248056703,Yes,14,3,2,9.0,-0.29297722673859755,3,2,2.0,9,0.32511687874973727,1.0,7.0,0.7647373736526294,6.0,1.1830340978496,8.0,1.0865254624871206
54,Travel_Frequently,966,0.4052307624366799,Research & Development,1,4,Life Sciences,Female,53,-0.6341131147526785,3,3,Manufacturing Director,Divorced,10502,0.8494276586937516,9659,-0.6538695279914786,7.0,1.7240941528455003,No,17,3,1,28.5,2.2131977071571027,2,1,2.25,5,-0.32778177109816264,0.15151515151515152,4.0,-0.06327436663641088,1.0,-0.3685898527395261,4.0,-0.03450800301867408
44,Travel_Rarely,1117,0.7794478500427097,Research & Development,2,1,Life Sciences,Female,72,0.30049265298314237,4,1,Research Scientist,Married,2011,-0.9541148101920859,19982,0.7964409949775044,1.0,-0.6778187248056703,No,13,3,1,10.0,-0.16445543525676679,5,3,3.0,10,0.48834154121171225,1.0,5.0,0.21272954679326922,7.0,1.493358887967425,7.0,0.8062670961106719
29,Travel_Rarely,1010,0.5142741522026752,Research & Development,1,3,Life Sciences,Female,97,1.5302370842144857,3,1,Research Scientist,Divorced,3760,-0.5826160729313005,5598,-1.2244121060963937,1.0,-0.6778187248056703,No,15,3,3,3.0,-1.0641079756295821,5,3,2.25,3,-0.6542310960221126,1.0,2.0,-0.6152821934957711,1.0,-0.3685898527395261,2.0,-0.5950247357715714
54,Travel_Rarely,685,-0.2911599767507001,Research & Development,3,3,Life Sciences,Male,85,0.9399597572234408,3,4,Research Director,Married,16581,2.140645968475521,23474,1.287042985310517,3.0,0.12281890107805317,No,14,3,0,28.5,2.2131977071571027,2,3,3.0,10,0.48834154121171225,0.2777777777777778,9.0,1.3167452005119897,0.0,-0.6789146428573514,9.0,1.3667838288635692
31,Travel_Rarely,1062,0.6431436128352154,Research & Development,24,3,Medical,Female,96,1.481047306965232,2,2,Healthcare Representative,Single,6812,0.06564816155693134,17198,0.40530813670513705,1.0,-0.6778187248056703,No,19,3,0,10.0,-0.16445543525676679,2,3,2.25,10,0.48834154121171225,1.0,9.0,1.3167452005119897,1.0,-0.3685898527395261,8.0,1.0865254624871206
59,Travel_Rarely,326,-1.18085490688689,Sales,3,3,Life Sciences,Female,48,-0.8800620009989472,2,2,Sales Executive,Single,5171,-0.2829106879827765,16490,0.30583900464449193,5.0,0.9234565269617766,No,17,3,0,13.0,0.22110993918872554,2,3,3.5,6,-0.1645571086361877,0.46153846153846156,1.0,-0.8912861069254512,0.0,-0.6789146428573514,5.0,0.2457503633577746
43,Travel_Rarely,920,0.29123085495404827,Research & Development,3,3,Life Sciences,Male,96,1.481047306965232,1,5,Research Director,Married,16581,2.140645968475521,18625,0.6057918251946013,3.0,0.12281890107805317,No,14,3,1,25.0,1.7633714369706948,2,3,3.0,8,0.1618922162877623,0.32,7.0,0.7647373736526294,0.0,-0.6789146428573514,7.0,0.8062670961106719
49,Travel_Rarely,1098,0.7323609317346662,Research & Development,4,2,Medical,Male,85,0.9399597572234408,2,5,Manager,Married,16581,2.140645968475521,12124,-0.30755397639615323,2.0,-0.27749991186380857,No,13,3,1,23.0,1.5063278540070333,2,4,2.75,1,-0.9806804209460626,0.043478260869565216,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
36,Travel_Frequently,469,-0.8264638901474051,Research & Development,3,3,Technical Degree,Male,46,-0.9784415554974546,3,1,Research Scientist,Married,3692,-0.5970597059408679,9256,-0.7104882571163937,1.0,-0.6778187248056703,No,12,3,0,12.0,0.09258814770689477,2,2,2.5,11,0.6515662036736872,0.9166666666666666,10.0,1.5927491139416698,0.0,-0.6789146428573514,7.0,0.8062670961106719
27,Travel_Rarely,1167,0.9033607929586136,Research & Development,4,2,Life Sciences,Male,76,0.4972517619801573,3,1,Research Scientist,Divorced,2517,-0.8466371880914814,3208,-1.560190673363261,1.0,-0.6778187248056703,No,11,3,3,5.0,-0.8070643926659207,2,3,2.25,5,-0.32778177109816264,1.0,3.0,-0.339278280066091,0.0,-0.6789146428573514,3.0,-0.31476636939512276
29,Travel_Rarely,1329,1.3048387280061422,Research & Development,7,3,Life Sciences,Male,82,0.7923904254756797,3,2,Healthcare Representative,Divorced,6623,0.025503358045045433,4204,-1.4202595214813363,1.0,-0.6778187248056703,Yes,11,3,2,6.0,-0.6785426011840899,2,3,3.0,6,-0.1645571086361877,1.0,0.0,-1.1672900203551313,1.0,-0.3685898527395261,0.0,-1.1555414685244687
34,Travel_Rarely,1320,1.2825343982812796,Research & Development,20,3,Technical Degree,Female,89,1.1367188662204557,4,1,Research Scientist,Married,2585,-0.832193555081914,21643,1.0298000745717582,0.0,-1.078137537747532,No,17,3,0,2.0,-1.192629767111413,5,2,3.0,1,-0.9806804209460626,0.5,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
44,Travel_Rarely,1099,0.7348391905929843,Sales,5,3,Marketing,Male,88,1.0875290889712022,3,5,Manager,Married,16581,2.140645968475521,8751,-0.7814372849280121,7.0,1.7240941528455003,No,11,3,1,26.0,1.8918932284525256,5,3,2.5,18,1.794138840907512,0.8461538461538461,9.0,1.3167452005119897,3.0,0.2520597274961243,10.0,1.6470421952400178
19,Travel_Rarely,265,-1.332028697244293,Research & Development,25,3,Life Sciences,Female,57,-0.4373540057556636,4,1,Research Scientist,Single,2994,-0.7453193506567216,21221,0.9705119760836335,1.0,-0.6778187248056703,Yes,12,3,0,1.0,-1.3211515585932438,2,3,3.25,1,-0.9806804209460626,1.0,0.0,-1.1672900203551313,0.0,-0.6789146428573514,1.0,-0.8752831021480201
23,Travel_Rarely,373,-1.0643767405459406,Research & Development,1,2,Life Sciences,Male,47,-0.9292517782482008,3,1,Research Scientist,Married,1223,-1.1214910280088377,16901,0.3635816787644427,1.0,-0.6778187248056703,No,22,4,1,1.0,-1.3211515585932438,2,3,3.5,1,-0.9806804209460626,1.0,0.0,-1.1672900203551313,0.0,-0.6789146428573514,1.0,-0.8752831021480201
